event_id,entity_id,entity_type,timestamp,predicted_attack_type,attack_confidence,sequence_reconstruction_error,sequence_anomaly_component,behavior_deviation_component,attack_confidence_component,device_novelty_component,historical_context_component,risk_score,has_sequence_context,hybrid_anomaly_score,risk_level
EVT-0008891,EDGE_065,edge_device,2026-06-14 01:48:15.088851,normal,0.00016343594,0.2850796580314636,10.1,5.81,0.0,0.12,0.0,16.03,True,0.3409949178335094,LOW
EVT-0008892,EDGE_068,edge_device,2026-06-14 02:01:53.509793,normal,9.214878e-05,0.3213769495487213,11.39,7.25,0.0,0.09,0.0,18.73,True,0.37852531168941433,LOW
EVT-0008893,EDGE_069,edge_device,2026-06-14 02:54:56.497038,normal,1.8239021e-05,0.26974499225616455,9.56,5.39,0.0,0.17,0.0,15.12,True,0.3187615068930025,LOW
EVT-0008894,SVC_061,service_account,2026-06-14 03:05:58.781583,normal,2.69413e-05,0.3145621120929718,11.15,1.16,0.0,0.1,0.0,12.41,True,0.23917161387412814,LOW
EVT-0008895,SVC_056,service_account,2026-06-14 03:08:58.782397,normal,1.4662743e-05,0.32789018750190735,11.62,4.84,0.0,0.24,0.0,16.7,True,0.342172759394117,LOW
EVT-0008896,EDGE_067,edge_device,2026-06-14 03:40:25.042880,normal,2.5629997e-05,0.2902252674102783,10.29,8.79,0.0,0.09,0.0,19.17,True,0.3902968352925948,LOW
EVT-0008897,EDGE_064,edge_device,2026-06-14 04:16:00.144928,normal,7.843971e-05,0.20303137600421906,7.2,5.57,0.0,0.22,0.0,12.99,True,0.2756421513083386,LOW
EVT-0008898,EDGE_069,edge_device,2026-06-14 04:16:52.610712,normal,0.0001206398,0.2769279181957245,9.81,6.96,0.0,0.17,0.0,16.94,True,0.3605710470681452,LOW
EVT-0008899,SVC_056,service_account,2026-06-14 04:22:57.455697,normal,6.914139e-06,0.3439790606498718,12.19,5.67,0.0,0.24,0.0,18.1,True,0.3648114587121611,LOW
EVT-0008900,EDGE_067,edge_device,2026-06-14 04:33:49.613947,normal,9.536743e-06,0.32891660928726196,11.66,5.57,0.0,0.09,0.0,17.32,True,0.35381259981302304,LOW
EVT-0008901,SVC_059,service_account,2026-06-14 04:38:37.303973,normal,6.401539e-05,0.18611972033977509,6.6,3.88,0.0,0.23,0.0,10.71,True,0.18844501935046626,LOW
EVT-0008902,SVC_058,service_account,2026-06-14 05:07:09.021597,normal,1.3709068e-05,0.20744574069976807,7.35,4.35,0.0,0.12,0.0,11.82,True,0.24814557655717803,LOW
EVT-0008903,USER_008,human_user,2026-06-14 05:12:48.408363,normal,0.004219413,0.3746934235095978,13.28,8.26,0.08,0.07,0.0,21.69,True,0.40859918601170575,LOW
EVT-0008904,EDGE_067,edge_device,2026-06-14 05:34:45.817792,normal,7.355213e-05,0.2876366674900055,10.19,7.42,0.0,0.09,0.0,17.7,True,0.36898325540194843,LOW
EVT-0008905,SVC_061,service_account,2026-06-14 05:35:42.700323,normal,4.9114227e-05,0.32077717781066895,11.37,5.09,0.0,0.1,0.0,16.56,True,0.2986594449633205,LOW
EVT-0008906,SVC_056,service_account,2026-06-14 05:40:07.997427,normal,9.536743e-06,0.31971314549446106,11.33,4.24,0.0,0.23,0.0,15.8,True,0.32800647294934937,LOW
EVT-0008907,SVC_060,service_account,2026-06-14 05:40:43.194246,normal,0.0056580305,1.9764251708984375,30.0,0.56,0.11,0.29,4.82,35.78,True,0.4085087411189124,MEDIUM
EVT-0008908,SVC_059,service_account,2026-06-14 05:52:12.525695,normal,8.821487e-06,0.18600314855575562,6.59,1.91,0.0,0.23,0.0,8.73,True,0.16070400475718177,LOW
EVT-0008909,EDGE_069,edge_device,2026-06-14 05:53:04.198192,normal,8.9883804e-05,0.3345780074596405,11.86,5.49,0.0,0.17,0.0,17.52,True,0.3659367576728355,LOW
EVT-0008910,EDGE_066,edge_device,2026-06-14 05:54:04.940823,normal,5.567074e-05,0.338096559047699,11.98,5.17,0.0,0.18,0.0,17.33,True,0.35676930107821125,LOW
EVT-0008911,SVC_058,service_account,2026-06-14 06:00:09.442656,normal,7.390976e-06,0.19155803322792053,6.79,4.25,0.0,0.12,0.0,11.16,True,0.23504897798460134,LOW
EVT-0008912,SVC_060,service_account,2026-06-14 06:00:51.654214,normal,4.4822693e-05,2.06461763381958,30.0,2.09,0.0,0.29,0.0,32.38,True,0.4298296384543852,MEDIUM
EVT-0008913,EDGE_068,edge_device,2026-06-14 06:05:34.921861,normal,1.2636185e-05,0.34505194425582886,12.23,3.71,0.0,0.09,0.0,16.03,True,0.33092349598561105,LOW
EVT-0008914,SVC_058,service_account,2026-06-14 06:12:23.645210,normal,2.4676323e-05,0.17739495635032654,6.29,4.01,0.0,0.12,0.0,10.42,True,0.22129014290008014,LOW
EVT-0008915,SVC_060,service_account,2026-06-14 06:14:40.249525,normal,8.237362e-05,2.199490547180176,30.0,2.4,0.0,0.29,0.0,32.69,True,0.4341813572385137,MEDIUM
EVT-0008916,SVC_063,service_account,2026-06-14 06:16:58.948536,normal,2.18153e-05,0.16200436651706696,5.74,2.07,0.0,0.14,0.0,7.95,True,0.14387210551377833,LOW
EVT-0008917,SVC_057,service_account,2026-06-14 06:18:43.940410,normal,0.00010752678,0.2853856682777405,10.11,2.65,0.0,0.25,0.0,13.01,True,0.2393333810172662,LOW
EVT-0008918,EDGE_067,edge_device,2026-06-14 06:25:05.797364,normal,2.4318695e-05,0.25991514325141907,9.21,8.13,0.0,0.09,0.0,17.43,True,0.36163026102232687,LOW
EVT-0008919,SVC_056,service_account,2026-06-14 06:25:26.459589,normal,8.821487e-06,0.2565127909183502,9.09,5.19,0.0,0.23,0.0,14.51,True,0.29616929230363837,LOW
EVT-0008920,EDGE_064,edge_device,2026-06-14 06:26:13.909799,normal,1.5377998e-05,0.2202235758304596,7.8,5.54,0.0,0.22,0.0,13.56,True,0.2871073172887485,LOW
EVT-0008921,SVC_057,service_account,2026-06-14 06:26:53.592680,normal,0.0001128912,0.29165709018707275,10.34,0.65,0.0,0.25,0.0,11.24,True,0.21584672896605223,LOW
EVT-0008922,SVC_056,service_account,2026-06-14 06:32:10.714919,normal,3.7908554e-05,0.28033867478370667,9.93,4.48,0.0,0.23,0.0,14.64,True,0.3034334682730035,LOW
EVT-0008923,EDGE_064,edge_device,2026-06-14 06:32:47.577678,normal,5.4001808e-05,0.24012628197669983,8.51,6.11,0.0,0.22,0.0,14.84,True,0.3147871945750725,LOW
EVT-0008924,USER_016,human_user,2026-06-14 06:33:56.654025,normal,6.067753e-05,1.3766628503799438,30.0,3.91,0.0,0.57,0.0,34.48,True,0.4843376735883646,MEDIUM
EVT-0008925,SVC_059,service_account,2026-06-14 06:44:30.854904,normal,1.5377998e-05,0.1280633807182312,4.54,0.52,0.0,0.23,0.0,5.29,True,0.10021164088001865,LOW
EVT-0008926,SVC_060,service_account,2026-06-14 06:54:48.829068,normal,2.4199486e-05,2.1863603591918945,30.0,0.98,0.0,0.29,0.0,31.27,True,0.4143168336545717,MEDIUM
EVT-0008927,EDGE_066,edge_device,2026-06-14 07:02:38.738304,normal,1.0848045e-05,0.3307824432849884,11.72,4.88,0.0,0.18,0.0,16.78,True,0.34717448368160064,LOW
EVT-0008928,EDGE_066,edge_device,2026-06-14 07:12:03.881865,normal,2.8967857e-05,0.33652135729789734,11.93,4.95,0.0,0.18,0.0,17.06,True,0.3519839122574904,LOW
EVT-0008929,USER_015,human_user,2026-06-14 07:20:30.856132,normal,0.00010085106,1.1193777322769165,29.83,7.55,0.0,0.33,0.0,37.71,True,0.5600748022143991,MEDIUM
EVT-0008930,EDGE_068,edge_device,2026-06-14 07:31:09.579510,normal,8.940697e-06,0.32585737109184265,11.55,4.17,0.0,0.09,0.0,15.81,True,0.32358297689207727,LOW
EVT-0008931,EDGE_066,edge_device,2026-06-14 07:31:49.472929,normal,5.7578087e-05,0.36353600025177,12.88,4.37,0.0,0.18,0.0,17.43,True,0.3610705938888811,LOW
EVT-0008932,EDGE_069,edge_device,2026-06-14 07:33:32.564894,normal,2.3245811e-05,0.30627039074897766,10.85,5.57,0.0,0.17,0.0,16.59,True,0.3467907819903025,LOW
EVT-0008933,EDGE_065,edge_device,2026-06-14 07:39:39.137191,impossible_travel,0.9999565,2.249238967895508,30.0,22.43,20.0,10.62,5.0,88.05,True,0.9383928571428571,CRITICAL
EVT-0008934,EDGE_068,edge_device,2026-06-14 07:47:34.412806,normal,2.0742416e-05,0.31683099269866943,11.23,5.73,0.0,0.09,0.0,17.05,True,0.35407333545675806,LOW
EVT-0008935,EDGE_065,edge_device,2026-06-14 07:49:41.384194,normal,0.0844453,2.711409091949463,30.0,6.03,1.69,0.18,5.0,42.9,True,0.5418621546890718,MEDIUM
EVT-0008936,EDGE_067,edge_device,2026-06-14 07:54:34.433595,normal,0.00014472008,0.22886931896209717,8.11,7.35,0.0,0.09,0.0,15.55,True,0.3080440032837308,LOW
EVT-0008937,USER_050,human_user,2026-06-14 08:02:13.278577,normal,0.00050354004,0.47324851155281067,16.77,5.47,0.01,0.16,0.27,22.68,True,0.44391258799269934,LOW
EVT-0008938,USER_025,human_user,2026-06-14 08:10:04.430516,normal,0.0003886819,0.33934447169303894,12.03,6.89,0.01,0.76,0.0,19.69,True,0.3611887741574291,LOW
EVT-0008939,SVC_060,service_account,2026-06-14 08:13:58.633495,normal,2.5629997e-05,2.0775938034057617,30.0,0.33,0.0,0.28,0.0,30.61,True,0.40523956022625296,MEDIUM
EVT-0008940,EDGE_069,edge_device,2026-06-14 08:27:04.009404,normal,2.8252602e-05,0.28403425216674805,10.07,5.37,0.0,0.17,0.0,15.61,True,0.32805883042234446,LOW
EVT-0008941,EDGE_069,edge_device,2026-06-14 08:27:39.672297,normal,0.00026899576,0.31140145659446716,11.04,5.52,0.01,0.17,0.0,16.74,True,0.34936581849996834,LOW
EVT-0008942,USER_017,human_user,2026-06-14 08:29:21.782102,normal,0.00014472008,0.44062429666519165,15.61,5.24,0.0,0.55,0.0,21.4,True,0.4318865030491047,LOW
EVT-0008943,SVC_059,service_account,2026-06-14 08:31:14.638282,normal,1.4901161e-05,0.13058117032051086,4.63,3.81,0.0,0.23,0.0,8.67,True,0.14804341754776748,LOW
EVT-0008944,EDGE_065,edge_device,2026-06-14 08:31:50.226416,normal,0.000118374825,2.6322667598724365,30.0,5.48,0.0,0.18,0.0,35.66,True,0.5291394672778813,MEDIUM
EVT-0008945,USER_044,human_user,2026-06-14 08:38:38.221256,low_slow_exfiltration,0.9999607,0.31997668743133545,11.34,8.82,20.0,0.22,0.0,40.38,True,0.4331412079227454,MEDIUM
EVT-0008946,EDGE_067,edge_device,2026-06-14 08:41:35.281084,normal,2.4676323e-05,0.2663079798221588,9.44,6.15,0.0,0.09,0.0,15.68,True,0.33608832429482227,LOW
EVT-0008947,SVC_061,service_account,2026-06-14 08:42:30.303765,normal,4.9710274e-05,0.19706042110919952,6.98,0.49,0.0,0.1,0.0,7.57,True,0.146563444960535,LOW
EVT-0008948,EDGE_065,edge_device,2026-06-14 08:43:47.894582,normal,7.9751015e-05,2.5951695442199707,30.0,5.43,0.0,0.18,0.0,35.61,True,0.5281776273169505,MEDIUM
EVT-0008949,EDGE_064,edge_device,2026-06-14 08:43:58.364479,normal,2.0384789e-05,0.22810699045658112,8.08,5.53,0.0,0.22,0.0,13.83,True,0.29237117735455387,LOW
EVT-0008950,SVC_058,service_account,2026-06-14 08:51:27.614595,normal,9.775162e-06,0.16603323817253113,5.88,4.02,0.0,0.12,0.0,10.02,True,0.2130768065592491,LOW
EVT-0008951,SVC_058,service_account,2026-06-14 08:52:33.552319,normal,2.7418137e-05,0.2083434760570526,7.38,4.17,0.0,0.12,0.0,11.67,True,0.24481457047245203,LOW
EVT-0008952,USER_027,human_user,2026-06-14 09:09:56.410998,normal,6.020069e-05,0.28115150332450867,9.96,5.15,0.0,0.45,0.0,15.56,True,0.30702330145339446,LOW
EVT-0008953,EDGE_068,edge_device,2026-06-14 09:11:53.755810,normal,1.9788742e-05,0.3027363419532776,10.73,5.76,0.0,0.09,0.0,16.58,True,0.3294998876317113,LOW
EVT-0008954,USER_019,human_user,2026-06-14 09:14:16.807329,normal,9.787083e-05,0.2848506569862366,10.09,7.55,0.0,0.29,0.0,17.93,True,0.3566009876974265,LOW
EVT-0008955,USER_019,human_user,2026-06-14 09:14:23.973412,normal,8.010864e-05,0.2741834223270416,9.72,6.13,0.0,0.29,0.0,16.14,True,0.33584963148499486,LOW
EVT-0008956,USER_018,human_user,2026-06-14 09:18:23.633081,normal,0.0005187392,0.30189236998558044,10.7,7.65,0.01,0.32,0.0,18.68,True,0.3758164021071361,LOW
EVT-0008957,USER_015,human_user,2026-06-14 09:18:43.296101,normal,4.4107437e-05,1.127612829208374,29.98,9.15,0.0,0.33,0.0,39.46,True,0.5821665679394912,MEDIUM
EVT-0008958,USER_015,human_user,2026-06-14 09:19:39.567183,normal,7.021427e-05,1.1281179189682007,29.99,5.51,0.0,0.33,0.0,35.83,True,0.5308303392763492,MEDIUM
EVT-0008959,EDGE_067,edge_device,2026-06-14 09:20:18.554533,normal,0.000113248825,0.2561541795730591,9.08,6.02,0.0,0.08,0.0,15.18,True,0.30875982877946595,LOW
EVT-0008960,SVC_056,service_account,2026-06-14 09:22:38.346383,normal,1.66893e-05,0.2734590768814087,9.69,5.08,0.0,0.23,0.0,15.0,True,0.30666558324373844,LOW
EVT-0008961,SVC_056,service_account,2026-06-14 09:28:04.312346,normal,3.540516e-05,0.2472018450498581,8.76,4.27,0.0,0.23,0.0,13.26,True,0.2763550527567663,LOW
EVT-0008962,EDGE_065,edge_device,2026-06-14 09:35:12.191847,normal,4.1604042e-05,2.528831720352173,30.0,5.44,0.0,0.18,0.0,35.62,True,0.5280235283266317,MEDIUM
EVT-0008963,EDGE_065,edge_device,2026-06-14 09:39:47.982372,normal,0.00014555454,2.5544726848602295,30.0,6.13,0.0,0.18,0.0,36.31,True,0.5432560154924595,MEDIUM
EVT-0008964,EDGE_064,edge_device,2026-06-14 09:45:53.722145,normal,2.1338463e-05,0.2231643944978714,7.91,5.5,0.0,0.22,0.0,13.63,True,0.28816537248622237,LOW
EVT-0008965,USER_015,human_user,2026-06-14 09:57:34.372524,normal,3.1352043e-05,1.0906472206115723,29.33,7.23,0.0,0.32,0.0,36.88,True,0.5590512335863402,MEDIUM
EVT-0008966,USER_002,human_user,2026-06-14 09:58:30.935501,normal,0.00012254715,0.15379995107650757,5.45,11.58,0.0,0.17,0.0,17.2,True,0.3315930655553861,LOW
EVT-0008967,USER_019,human_user,2026-06-14 10:03:29.890268,normal,2.0503998e-05,0.25953254103660583,9.2,8.02,0.0,0.28,0.0,17.5,True,0.3585622830750109,LOW
EVT-0008968,EDGE_066,edge_device,2026-06-14 10:05:33.196027,normal,1.6570091e-05,0.31433814764022827,11.14,4.63,0.0,0.18,0.0,15.95,True,0.331760765344259,LOW
EVT-0008969,EDGE_065,edge_device,2026-06-14 10:10:34.821328,normal,7.688999e-05,2.5224952697753906,30.0,6.2,0.0,0.18,0.0,36.38,True,0.5447866564789476,MEDIUM
EVT-0008970,EDGE_068,edge_device,2026-06-14 10:11:59.645869,normal,8.106232e-06,0.27683722972869873,9.81,7.25,0.0,0.08,0.0,17.14,True,0.346929302617794,LOW
EVT-0008971,USER_041,human_user,2026-06-14 10:14:50.419938,normal,0.0010943413,0.49762430787086487,17.63,6.33,0.02,0.44,0.48,24.9,True,0.48749386082702106,LOW
EVT-0008972,EDGE_064,edge_device,2026-06-14 10:18:31.840354,normal,0.00012886524,0.27862781286239624,9.87,6.1,0.0,0.22,0.0,16.19,True,0.3419158136454133,LOW
EVT-0008973,EDGE_067,edge_device,2026-06-14 10:20:51.954720,normal,1.0609627e-05,0.26140034198760986,9.26,7.74,0.0,0.08,0.0,17.08,True,0.3363419300263139,LOW
EVT-0008974,SVC_061,service_account,2026-06-14 10:25:46.857360,normal,2.026558e-05,0.140487402677536,4.98,3.14,0.0,0.1,0.0,8.22,True,0.1434802205243294,LOW
EVT-0008975,USER_015,human_user,2026-06-14 10:27:44.513259,normal,0.00062555075,1.09634530544281,29.43,9.96,0.01,0.32,0.0,39.72,True,0.5949678229824376,MEDIUM
EVT-0008976,EDGE_065,edge_device,2026-06-14 10:33:21.005719,normal,9.179115e-05,2.433461904525757,30.0,5.28,0.0,0.18,0.0,35.46,True,0.5258750715210054,MEDIUM
EVT-0008977,SVC_062,service_account,2026-06-14 10:36:55.670987,normal,3.3974648e-05,0.3033446669578552,10.75,7.2,0.0,0.11,0.0,18.06,True,0.36034606214566456,LOW
EVT-0008978,SVC_056,service_account,2026-06-14 10:37:23.946024,normal,9.417534e-06,0.20415833592414856,7.23,4.82,0.0,0.22,0.0,12.27,True,0.25317350875608324,LOW
EVT-0008979,USER_051,human_user,2026-06-14 10:38:59.984185,normal,2.5868416e-05,0.19795463979244232,7.02,7.76,0.0,0.1,0.0,14.88,True,0.2936675066484181,LOW
EVT-0008980,EDGE_068,edge_device,2026-06-14 10:41:42.110513,normal,3.3140182e-05,0.2229066789150238,7.9,6.17,0.0,0.08,0.0,14.15,True,0.29333554386042554,LOW
EVT-0008981,SVC_059,service_account,2026-06-14 10:42:43.497630,normal,1.3113022e-05,0.12812569737434387,4.54,0.4,0.0,0.23,0.0,5.17,True,0.09855749487430267,LOW
EVT-0008982,SVC_061,service_account,2026-06-14 10:46:02.035881,normal,0.0002593398,0.136392742395401,4.83,5.7,0.01,0.1,0.0,10.64,True,0.17647383336322692,LOW
EVT-0008983,EDGE_066,edge_device,2026-06-14 10:49:07.823148,normal,5.4478645e-05,0.30732646584510803,10.89,5.02,0.0,0.18,0.0,16.09,True,0.3303549137417346,LOW
EVT-0008984,EDGE_066,edge_device,2026-06-14 10:51:08.705477,normal,4.87566e-05,0.34792599081993103,12.33,4.78,0.0,0.17,0.0,17.28,True,0.3576484109027377,LOW
EVT-0008985,EDGE_067,edge_device,2026-06-14 10:54:23.142356,normal,0.0031728148,0.26239874958992004,9.3,12.44,0.06,0.08,0.0,21.88,True,0.4238163602314322,LOW
EVT-0008986,USER_041,human_user,2026-06-14 11:01:24.864545,normal,4.8160553e-05,0.4624323844909668,16.39,5.61,0.0,0.43,0.0,22.43,True,0.4618874907092529,LOW
EVT-0008987,SVC_059,service_account,2026-06-14 11:01:26.817845,normal,3.8027763e-05,0.1251986026763916,4.44,0.46,0.0,0.22,0.0,5.12,True,0.0972540261758098,LOW
EVT-0008988,EDGE_067,edge_device,2026-06-14 11:02:58.192282,normal,2.9563904e-05,0.29270660877227783,10.37,7.73,0.0,0.08,0.0,18.18,True,0.37899140893337363,LOW
EVT-0008989,USER_019,human_user,2026-06-14 11:04:01.333319,normal,1.0251999e-05,0.2741656005382538,9.72,8.59,0.0,0.28,0.0,18.59,True,0.3764345700360592,LOW
EVT-0008990,EDGE_066,edge_device,2026-06-14 11:04:05.227814,normal,6.0796738e-05,0.36099758744239807,12.79,4.43,0.0,0.17,0.0,17.39,True,0.36013308356227175,LOW
EVT-0008991,USER_010,human_user,2026-06-14 11:08:08.755833,normal,9.691715e-05,0.37235668301582336,13.2,7.8,0.0,0.16,0.0,21.16,True,0.4341369238429728,LOW
EVT-0008992,USER_015,human_user,2026-06-14 11:11:33.913960,normal,3.1352043e-05,0.4706898331642151,16.68,6.21,0.0,0.32,0.0,23.21,True,0.4782374470831331,LOW
EVT-0008993,USER_002,human_user,2026-06-14 11:16:23.186002,normal,1.5854836e-05,0.14987945556640625,5.31,6.5,0.0,0.17,0.0,11.98,True,0.2608355740469625,LOW
EVT-0008994,USER_031,human_user,2026-06-14 11:17:58.937239,normal,0.00014424324,0.1632174253463745,5.78,7.7,0.0,0.15,0.0,13.63,True,0.28013140862282204,LOW
EVT-0008995,USER_046,human_user,2026-06-14 11:18:37.722221,normal,0.0014885068,0.8115776181221008,24.38,11.43,0.03,0.63,0.0,36.47,True,0.6075042562354388,MEDIUM
EVT-0008996,SVC_058,service_account,2026-06-14 11:19:46.805708,normal,6.914139e-06,0.1637052446603775,5.8,5.27,0.0,0.12,0.0,11.19,True,0.22824646917536764,LOW
EVT-0008997,EDGE_068,edge_device,2026-06-14 11:20:08.511507,normal,1.001358e-05,0.2030096799135208,7.19,7.17,0.0,0.08,0.0,14.44,True,0.2929307765372123,LOW
EVT-0008998,EDGE_064,edge_device,2026-06-14 11:37:18.336624,normal,9.1552734e-05,0.27166059613227844,9.63,6.07,0.0,0.22,0.0,15.92,True,0.336208691215417,LOW
EVT-0008999,USER_015,human_user,2026-06-14 11:37:44.887303,normal,0.00040215254,0.28200098872184753,9.99,9.9,0.01,0.32,0.0,20.22,True,0.393849431447562,LOW
EVT-0009000,USER_021,human_user,2026-06-14 11:41:10.721463,normal,0.00030314922,0.36890625953674316,13.07,4.1,0.01,0.22,0.0,17.4,True,0.3530452906938262,LOW
EVT-0009001,EDGE_065,edge_device,2026-06-14 11:43:32.777545,normal,4.220009e-05,2.321343421936035,30.0,5.27,0.0,0.17,0.0,35.44,True,0.5255375215024787,MEDIUM
EVT-0009002,USER_019,human_user,2026-06-14 11:43:49.983823,normal,1.1563301e-05,0.2617661654949188,9.28,8.09,0.0,0.28,0.0,17.65,True,0.34822078785102056,LOW
EVT-0009003,USER_019,human_user,2026-06-14 11:43:51.600393,normal,3.0994415e-05,0.28459930419921875,10.09,6.93,0.0,0.28,0.0,17.3,True,0.34785176747384583,LOW
EVT-0009004,EDGE_065,edge_device,2026-06-14 11:46:18.001699,normal,0.00015699863,2.2671589851379395,30.0,6.23,0.0,0.17,0.0,36.4,True,0.5448686191126483,MEDIUM
EVT-0009005,USER_019,human_user,2026-06-14 11:49:57.718165,normal,0.00024932623,0.3189065456390381,11.3,9.11,0.0,0.28,0.0,20.69,True,0.4153582641788655,LOW
EVT-0009006,SVC_056,service_account,2026-06-14 11:50:05.063371,normal,1.168251e-05,0.2215256690979004,7.85,4.71,0.0,0.22,0.0,12.78,True,0.26562877074466157,LOW
EVT-0009007,USER_047,human_user,2026-06-14 11:50:56.743292,normal,0.0003004074,0.32352834939956665,11.47,7.29,0.01,1.36,0.0,20.13,True,0.39511340200636236,LOW
EVT-0009008,SVC_060,service_account,2026-06-14 11:51:54.656219,normal,3.9100647e-05,1.9073516130447388,30.0,1.57,0.0,0.28,0.0,31.85,True,0.42257765538358294,MEDIUM
EVT-0009009,USER_048,human_user,2026-06-14 11:54:28.875689,normal,0.0001962781,0.1779128760099411,6.3,5.61,0.0,0.36,0.0,12.27,True,0.25078047223049127,LOW
EVT-0009010,EDGE_068,edge_device,2026-06-14 11:54:54.652499,normal,0.00031113625,0.23049165308475494,8.17,6.39,0.01,0.08,0.0,14.65,True,0.28775045245247205,LOW
EVT-0009011,SVC_061,service_account,2026-06-14 11:56:30.155743,normal,1.692772e-05,0.12962408363819122,4.59,2.16,0.0,0.1,0.0,6.85,True,0.12213923455562886,LOW
EVT-0009012,USER_019,human_user,2026-06-14 11:56:32.929525,normal,7.8082085e-05,0.3348989188671112,11.87,5.96,0.0,0.27,0.0,18.1,True,0.3771240495555249,LOW
EVT-0009013,SVC_060,service_account,2026-06-14 12:03:37.334485,normal,4.9352646e-05,1.7112830877304077,30.0,3.54,0.0,0.28,0.0,33.82,True,0.4501815924750854,MEDIUM
EVT-0009014,USER_045,human_user,2026-06-14 12:03:54.162889,normal,0.00034439564,0.24928723275661469,8.83,11.6,0.01,0.25,0.0,20.69,True,0.4123160012451018,LOW
EVT-0009015,SVC_063,service_account,2026-06-14 12:05:05.361689,normal,3.3974648e-05,0.16646525263786316,5.9,0.3,0.0,0.14,0.0,6.34,True,0.12220944842558935,LOW
EVT-0009016,SVC_059,service_account,2026-06-14 12:05:22.422963,normal,8.34465e-06,0.1189328283071518,4.21,2.56,0.0,0.22,0.0,6.99,True,0.12217873332724664,LOW
EVT-0009017,EDGE_068,edge_device,2026-06-14 12:06:28.810776,normal,4.3034554e-05,0.204526886343956,7.25,7.17,0.0,0.08,0.0,14.5,True,0.2938730770882337,LOW
EVT-0009018,EDGE_065,edge_device,2026-06-14 12:06:58.640453,normal,0.00014901161,0.4417983889579773,15.66,6.21,0.0,0.17,0.0,22.04,True,0.45739359946958225,LOW
EVT-0009019,EDGE_064,edge_device,2026-06-14 12:13:58.691401,normal,9.1433525e-05,0.31929242610931396,11.32,5.73,0.0,0.22,0.0,17.27,True,0.3617209149619791,LOW
EVT-0009020,USER_026,human_user,2026-06-14 12:15:35.561705,normal,0.0004040599,0.3190764784812927,11.31,5.52,0.01,0.32,0.0,17.16,True,0.35563202573335023,LOW
EVT-0009021,USER_015,human_user,2026-06-14 12:15:59.457867,normal,0.001768887,0.26535576581954956,9.4,10.39,0.04,0.32,0.0,20.15,True,0.38861250374047407,LOW
EVT-0009022,USER_019,human_user,2026-06-14 12:16:48.264996,normal,9.4652176e-05,0.3028070032596588,10.73,8.37,0.0,0.27,0.0,19.37,True,0.38775304110142195,LOW
EVT-0009023,SVC_059,service_account,2026-06-14 12:20:01.167928,normal,2.527237e-05,0.12521661818027496,4.44,2.13,0.0,0.22,0.0,6.79,True,0.12065354266683778,LOW
EVT-0009024,EDGE_068,edge_device,2026-06-14 12:20:33.185478,normal,2.9683113e-05,0.18297646939754486,6.48,5.29,0.0,0.08,0.0,11.85,True,0.2387547399992698,LOW
EVT-0009025,USER_041,human_user,2026-06-14 12:22:57.186482,normal,9.918213e-05,0.4570474326610565,16.2,5.86,0.0,0.43,5.0,27.49,True,0.461141667663196,LOW
EVT-0009026,EDGE_069,edge_device,2026-06-14 12:23:36.452244,normal,0.00026839972,0.33435744047164917,11.85,6.85,0.01,0.17,0.0,18.88,True,0.399745195448835,LOW
EVT-0009027,USER_019,human_user,2026-06-14 12:24:57.913253,normal,6.6161156e-05,0.27808019518852234,9.85,7.02,0.0,0.27,0.0,17.14,True,0.35098461981727314,LOW
EVT-0009028,USER_030,human_user,2026-06-14 12:27:08.016893,normal,0.0003899932,0.23891960084438324,8.47,6.81,0.01,0.59,0.0,15.88,True,0.320945194699851,LOW
EVT-0009029,EDGE_068,edge_device,2026-06-14 12:31:44.359533,normal,6.8068504e-05,0.17833387851715088,6.32,3.79,0.0,0.08,0.0,10.19,True,0.21430818667054546,LOW
EVT-0009030,EDGE_065,edge_device,2026-06-14 12:31:49.262152,normal,0.0002502799,0.2584512531757355,9.16,6.13,0.01,0.17,0.0,15.47,True,0.3271561675809611,LOW
EVT-0009031,EDGE_069,edge_device,2026-06-14 12:36:01.402113,normal,0.0001487732,0.3314020037651062,11.74,5.51,0.0,0.17,0.0,17.42,True,0.3633374722935559,LOW
EVT-0009032,EDGE_069,edge_device,2026-06-14 12:38:30.027995,normal,0.00017398596,0.344461590051651,12.21,5.14,0.0,0.17,0.0,17.52,True,0.365106485873232,LOW
EVT-0009033,EDGE_069,edge_device,2026-06-14 12:43:43.318976,normal,0.0002860427,0.35325583815574646,12.52,5.16,0.01,0.17,0.0,17.86,True,0.3713364843142916,LOW
EVT-0009034,EDGE_065,edge_device,2026-06-14 12:45:01.682268,normal,9.4771385e-05,0.2529585063457489,8.96,6.27,0.0,0.17,0.0,15.4,True,0.32490778827347183,LOW
EVT-0009035,USER_042,human_user,2026-06-14 12:50:03.169552,normal,0.00037944317,0.35390371084213257,12.54,5.19,0.01,0.66,0.0,18.4,True,0.36765181790902296,LOW
EVT-0009036,EDGE_067,edge_device,2026-06-14 12:53:32.225625,normal,2.4557114e-05,0.2778101861476898,9.85,6.63,0.0,0.08,0.0,16.56,True,0.35256410381483483,LOW
EVT-0009037,USER_015,human_user,2026-06-14 12:53:47.840396,normal,0.0019426942,0.3056509792804718,10.83,10.74,0.04,0.31,0.0,21.92,True,0.4217403909858639,LOW
