entity_id,day,composite_score,ewma_score,consecutive_elevated_days,sustained_drift_detected,hour_component,device_component,resource_component,session_component
USER_021,2026-06-17,0.0489,0.1653,0,False,0.1124,0.0,0.0683,0.0295
USER_021,2026-06-18,0.0197,0.1217,0,False,0.0017,0.0,0.0518,0.0191
USER_021,2026-06-19,0.0084,0.0877,0,False,0.0244,0.0,0.0043,0.0109
USER_021,2026-06-20,0.1103,0.0944,0,False,0.0004,0.3333,0.0043,0.0444
USER_021,2026-06-21,0.1213,0.1025,0,False,0.0096,0.3333,0.0276,0.0555
USER_021,2026-06-22,0.1419,0.1143,0,False,0.0965,0.3333,0.0475,0.0419
USER_021,2026-06-23,0.151,0.1253,0,False,0.0916,0.3333,0.0818,0.0405
USER_021,2026-06-24,0.1545,0.1341,0,False,0.0722,0.3333,0.1036,0.0449
USER_021,2026-06-25,0.173,0.1457,0,False,0.2308,0.3333,0.0312,0.0871
USER_021,2026-06-26,0.2515,0.1775,0,False,0.3391,0.3333,0.171,0.162
USER_021,2026-06-27,0.133,0.1641,0,False,0.3378,0.0,0.1401,0.1168
USER_021,2026-06-28,0.1231,0.1518,0,False,0.3265,0.0,0.1258,0.1003
USER_021,2026-06-29,0.1789,0.1599,0,False,0.5773,0.0,0.1335,0.1168
USER_021,2026-06-30,0.0908,0.1392,0,False,0.2431,0.0,0.1149,0.0383
USER_022,2026-06-11,0.1347,0.1347,0,False,0.0571,0.0,0.1757,0.3526
USER_022,2026-06-12,0.1472,0.1384,0,False,0.1492,0.0,0.2071,0.2761
USER_022,2026-06-15,0.0319,0.1065,0,False,0.0287,0.0,0.0029,0.1264
USER_022,2026-06-16,0.0431,0.0875,0,False,0.0339,0.0,0.0407,0.1205
USER_022,2026-06-17,0.0454,0.0748,0,False,0.0496,0.0,0.0308,0.1313
USER_022,2026-06-18,0.054,0.0686,0,False,0.0435,0.0,0.0077,0.2151
USER_022,2026-06-19,0.05,0.063,0,False,0.0319,0.0,0.0496,0.1439
USER_022,2026-06-20,0.0373,0.0553,0,False,0.0411,0.0,0.034,0.0944
USER_022,2026-06-22,0.0209,0.045,0,False,0.0493,0.0,0.026,0.0164
USER_022,2026-06-23,0.0213,0.0379,0,False,0.045,0.0,0.0077,0.0498
USER_022,2026-06-24,0.0652,0.0461,0,False,0.1155,0.0,0.071,0.104
USER_022,2026-06-25,0.0558,0.049,0,False,0.0297,0.0,0.1038,0.0936
USER_022,2026-06-26,0.0261,0.0421,0,False,0.034,0.0,0.0634,0.0013
USER_022,2026-06-29,0.052,0.0451,0,False,0.0403,0.0,0.1244,0.0331
USER_022,2026-06-30,0.0513,0.0469,0,False,0.0314,0.0,0.145,0.0076
USER_023,2026-06-15,0.1609,0.1609,0,False,0.4697,0.0,0.2038,0.0289
USER_023,2026-06-16,0.1333,0.1526,0,False,0.2777,0.0,0.1204,0.2084
USER_023,2026-06-17,0.0872,0.133,0,False,0.0941,0.0,0.1283,0.1496
USER_023,2026-06-18,0.0598,0.111,0,False,0.0135,0.0,0.034,0.2346
USER_023,2026-06-19,0.0515,0.0932,0,False,0.051,0.0,0.083,0.0818
USER_023,2026-06-22,0.0496,0.0801,0,False,0.0033,0.0,0.105,0.0872
USER_023,2026-06-23,0.2195,0.1219,0,False,0.009,0.5,0.1759,0.0743
USER_023,2026-06-24,0.2472,0.1595,0,False,0.0092,0.5,0.2564,0.0921
USER_023,2026-06-25,0.2519,0.1872,0,False,0.1311,0.5,0.2168,0.0534
USER_023,2026-06-26,0.2811,0.2154,0,False,0.1246,0.5,0.3153,0.0579
USER_023,2026-06-27,0.2688,0.2314,0,False,0.1314,0.5,0.3038,0.007
USER_023,2026-06-29,0.2832,0.2469,0,False,0.1459,0.5,0.3014,0.068
USER_023,2026-06-30,0.3179,0.2682,0,False,0.2478,0.5,0.3369,0.0863
USER_024,2026-06-12,0.0915,0.0915,0,False,0.1689,0.0,0.1376,0.0821
USER_024,2026-06-15,0.0828,0.0889,0,False,0.0986,0.0,0.196,0.0216
USER_024,2026-06-16,0.064,0.0814,0,False,0.1394,0.0,0.0682,0.0786
USER_024,2026-06-17,0.0442,0.0703,0,False,0.0361,0.0,0.052,0.107
USER_024,2026-06-18,0.0616,0.0677,0,False,0.0822,0.0,0.0909,0.0894
USER_024,2026-06-19,0.0693,0.0681,0,False,0.1177,0.0,0.0764,0.114
USER_024,2026-06-20,0.0703,0.0688,0,False,0.1358,0.0,0.0674,0.1149
USER_024,2026-06-21,0.0726,0.0699,0,False,0.1654,0.0,0.0459,0.1287
USER_024,2026-06-22,0.0456,0.0626,0,False,0.0235,0.0,0.0037,0.199
USER_024,2026-06-23,0.0478,0.0582,0,False,0.0136,0.0,0.0347,0.1735
USER_024,2026-06-24,0.0425,0.0535,0,False,0.0733,0.0,0.0229,0.1049
USER_024,2026-06-25,0.1255,0.0751,0,False,0.0132,0.25,0.1094,0.0752
USER_024,2026-06-26,0.116,0.0874,0,False,0.0041,0.25,0.1094,0.0368
USER_024,2026-06-27,0.2094,0.124,0,False,0.1858,0.4,0.0459,0.1925
USER_024,2026-06-29,0.2387,0.1584,0,False,0.3052,0.4,0.0734,0.1783
USER_024,2026-06-30,0.2174,0.1761,0,False,0.1523,0.4,0.0512,0.2577
USER_025,2026-06-13,0.6058,0.6058,1,False,0.8017,0.0,0.9565,0.7928
USER_025,2026-06-14,0.5353,0.5847,2,False,1.0,0.0,0.9565,0.2417
USER_025,2026-06-15,0.2098,0.4722,3,False,0.5301,0.0,0.3144,0.0471
USER_025,2026-06-16,0.1402,0.3726,4,False,0.5434,0.0,0.0939,0.0166
USER_025,2026-06-17,0.078,0.2842,0,False,0.2326,0.0,0.0421,0.0942
USER_025,2026-06-18,0.108,0.2313,0,False,0.1591,0.0,0.2256,0.0424
USER_025,2026-06-19,0.08,0.1859,0,False,0.0981,0.0,0.1513,0.0748
USER_025,2026-06-22,0.1408,0.1724,0,False,0.2435,0.0,0.218,0.1336
USER_025,2026-06-23,0.2152,0.1852,0,False,0.3387,0.25,0.2009,0.0609
USER_025,2026-06-24,0.1835,0.1847,0,False,0.3928,0.25,0.0922,0.0114
USER_025,2026-06-25,0.2126,0.1931,0,False,0.3961,0.25,0.1747,0.0299
USER_025,2026-06-26,0.1331,0.1751,0,False,0.1457,0.25,0.0508,0.0688
USER_025,2026-06-29,0.1455,0.1662,0,False,0.082,0.25,0.1395,0.0615
USER_025,2026-06-30,0.1546,0.1627,0,False,0.0869,0.4,0.0194,0.057
USER_026,2026-06-12,0.255,0.255,0,False,1.0,0.0,0.027,0.2344
USER_026,2026-06-14,0.2489,0.2532,0,False,1.0,0.0,0.027,0.2039
USER_026,2026-06-15,0.2103,0.2403,0,False,0.6769,0.0,0.027,0.3342
USER_026,2026-06-16,0.0876,0.1945,0,False,0.1699,0.0,0.027,0.2277
USER_026,2026-06-17,0.036,0.147,0,False,0.0297,0.0,0.027,0.1098
USER_026,2026-06-18,0.0574,0.1201,0,False,0.1155,0.0,0.027,0.1312
USER_026,2026-06-19,0.0428,0.0969,0,False,0.0545,0.0,0.027,0.1188
USER_026,2026-06-20,0.0675,0.0881,0,False,0.1914,0.0,0.027,0.1056
USER_026,2026-06-21,0.0666,0.0816,0,False,0.1701,0.0,0.027,0.1224
USER_026,2026-06-22,0.0703,0.0782,0,False,0.2653,0.0,0.027,0.0458
USER_026,2026-06-23,0.0784,0.0783,0,False,0.2774,0.0,0.027,0.0742
USER_026,2026-06-24,0.0614,0.0732,0,False,0.1335,0.0,0.027,0.1328
USER_026,2026-06-25,0.0674,0.0715,0,False,0.2223,0.0,0.027,0.0742
USER_026,2026-06-26,0.0639,0.0692,0,False,0.1699,0.0,0.027,0.1092
USER_026,2026-06-27,0.0491,0.0632,0,False,0.1214,0.0,0.027,0.0837
USER_026,2026-06-28,0.0583,0.0617,0,False,0.1587,0.0,0.027,0.0922
USER_026,2026-06-29,0.0824,0.0679,0,False,0.2731,0.0,0.027,0.0982
USER_026,2026-06-30,0.1806,0.1017,0,False,0.2702,0.3333,0.0715,0.0258
USER_027,2026-06-11,0.1242,0.1242,0,False,0.5235,0.0,0.0415,0.0353
USER_027,2026-06-12,0.1069,0.119,0,False,0.4456,0.0,0.0415,0.0266
USER_027,2026-06-13,0.0933,0.1113,0,False,0.3732,0.0,0.0415,0.0309
USER_027,2026-06-14,0.0788,0.1015,0,False,0.2919,0.0,0.0415,0.0399
USER_027,2026-06-15,0.0558,0.0878,0,False,0.1586,0.0,0.0415,0.0579
USER_027,2026-06-16,0.0244,0.0688,0,False,0.0022,0.0,0.0415,0.0576
USER_027,2026-06-17,0.0253,0.0557,0,False,0.0176,0.0,0.0415,0.0466
USER_027,2026-06-18,0.0295,0.0479,0,False,0.0445,0.0,0.0415,0.0409
USER_027,2026-06-19,0.0374,0.0447,0,False,0.0696,0.0,0.0415,0.0552
USER_027,2026-06-20,0.0228,0.0382,0,False,0.0342,0.0,0.0194,0.0507
USER_027,2026-06-22,0.0288,0.0354,0,False,0.0714,0.0,0.0211,0.0411
USER_027,2026-06-23,0.0188,0.0304,0,False,0.0624,0.0,0.0048,0.0241
USER_027,2026-06-24,0.1177,0.0566,0,False,0.0713,0.3333,0.0033,0.0121
USER_027,2026-06-25,0.1171,0.0747,0,False,0.033,0.3333,0.028,0.0105
USER_027,2026-06-26,0.1185,0.0879,0,False,0.0079,0.3333,0.0357,0.0312
USER_027,2026-06-27,0.1463,0.1054,0,False,0.0914,0.3333,0.0878,0.0082
USER_027,2026-06-28,0.1459,0.1176,0,False,0.1415,0.3333,0.0555,0.005
USER_027,2026-06-29,0.1683,0.1328,0,False,0.2137,0.3333,0.0675,0.0267
USER_027,2026-06-30,0.1948,0.1514,0,False,0.1049,0.5,0.0482,0.0467
USER_028,2026-06-12,0.111,0.111,0,False,0.0907,0.0,0.2703,0.0587
USER_028,2026-06-13,0.1085,0.1102,0,False,0.0238,0.0,0.3253,0.0306
USER_028,2026-06-14,0.1358,0.1179,0,False,0.0874,0.0,0.3745,0.0298
USER_028,2026-06-15,0.0091,0.0852,0,False,0.0199,0.0,0.0061,0.0162
USER_028,2026-06-16,0.0421,0.0723,0,False,0.0015,0.0,0.0807,0.0878
USER_028,2026-06-17,0.0254,0.0582,0,False,0.0604,0.0,0.0315,0.0196
USER_028,2026-06-18,0.0499,0.0557,0,False,0.0803,0.0,0.0699,0.0642
USER_028,2026-06-19,0.0754,0.0616,0,False,0.0795,0.0,0.1697,0.0432
USER_028,2026-06-20,0.0671,0.0633,0,False,0.055,0.0,0.1697,0.0259
USER_028,2026-06-21,0.0786,0.0679,0,False,0.0638,0.0,0.2083,0.017
USER_028,2026-06-22,0.034,0.0577,0,False,0.0638,0.0,0.0537,0.0258
USER_028,2026-06-23,0.119,0.0761,0,False,0.0631,0.25,0.0725,0.0483
USER_028,2026-06-24,0.1353,0.0939,0,False,0.0333,0.25,0.0941,0.1272
USER_028,2026-06-25,0.1543,0.112,0,False,0.0999,0.25,0.0081,0.2842
USER_028,2026-06-26,0.1192,0.1142,0,False,0.017,0.25,0.0151,0.1814
USER_028,2026-06-27,0.1253,0.1175,0,False,0.0425,0.25,0.0151,0.1865
USER_028,2026-06-29,0.1459,0.126,0,False,0.0101,0.25,0.0818,0.2216
USER_028,2026-06-30,0.1864,0.1441,0,False,0.0313,0.4,0.0502,0.2257
USER_029,2026-06-11,0.0672,0.0672,0,False,0.2165,0.0,0.0,0.1196
USER_029,2026-06-12,0.0339,0.0572,0,False,0.0276,0.0,0.0,0.1419
USER_029,2026-06-15,0.0426,0.0528,0,False,0.0711,0.0,0.0,0.1418
USER_029,2026-06-16,0.0488,0.0516,0,False,0.0958,0.0,0.0,0.1483
USER_029,2026-06-17,0.0466,0.0501,0,False,0.1478,0.0,0.0,0.0853
USER_029,2026-06-18,0.0366,0.0461,0,False,0.161,0.0,0.0,0.0218
USER_029,2026-06-19,0.0322,0.0419,0,False,0.127,0.0,0.0,0.0341
USER_029,2026-06-20,0.0435,0.0424,0,False,0.1617,0.0,0.0,0.056
USER_029,2026-06-22,0.0342,0.0399,0,False,0.1687,0.0,0.0,0.0021
USER_029,2026-06-23,0.1335,0.068,0,False,0.2012,0.25,0.0341,0.0404
USER_029,2026-06-24,0.1101,0.0806,0,False,0.0526,0.25,0.0348,0.0707
USER_029,2026-06-25,0.1018,0.087,0,False,0.0179,0.25,0.0344,0.0647
USER_029,2026-06-26,0.0976,0.0902,0,False,0.0301,0.25,0.032,0.0347
USER_029,2026-06-28,0.0988,0.0927,0,False,0.0481,0.25,0.0388,0.0125
USER_029,2026-06-29,0.0912,0.0923,0,False,0.0095,0.25,0.0335,0.0215
USER_029,2026-06-30,0.0808,0.0889,0,False,0.0166,0.2,0.0323,0.0391
USER_030,2026-06-11,0.1648,0.1648,0,False,0.4912,0.0,0.1801,0.0627
USER_030,2026-06-12,0.037,0.1265,0,False,0.0042,0.0,0.0357,0.127
USER_030,2026-06-14,0.039,0.1002,0,False,0.0124,0.0,0.0482,0.1104
USER_030,2026-06-15,0.0472,0.0843,0,False,0.0314,0.0,0.0507,0.1288
USER_030,2026-06-16,0.1225,0.0958,0,False,0.1006,0.25,0.0104,0.1213
USER_030,2026-06-17,0.1131,0.101,0,False,0.0611,0.25,0.0066,0.1194
USER_030,2026-06-18,0.1072,0.1028,0,False,0.0051,0.25,0.0218,0.123
USER_030,2026-06-19,0.392,0.1896,0,False,0.1426,0.8,0.0665,0.5178
USER_030,2026-06-20,0.4252,0.2603,0,False,0.2328,0.8,0.0507,0.6172
USER_030,2026-06-21,0.4208,0.3084,0,False,0.2103,0.8,0.0507,0.6175
USER_030,2026-06-22,0.4053,0.3375,0,False,0.1777,0.8,0.0132,0.629
USER_030,2026-06-23,0.4366,0.3672,1,False,0.3074,0.7857,0.0448,0.63
USER_030,2026-06-24,0.4926,0.4048,2,False,0.4544,0.7857,0.0882,0.6974
USER_030,2026-06-25,0.5016,0.4339,3,False,0.4474,0.7857,0.1233,0.6971
USER_030,2026-06-26,0.0919,0.3313,0,False,0.2119,0.0,0.1321,0.0494
USER_030,2026-06-27,0.1008,0.2621,0,False,0.2786,0.0,0.1233,0.0405
USER_030,2026-06-28,0.1149,0.218,0,False,0.3386,0.0,0.1233,0.0508
USER_030,2026-06-29,0.1091,0.1853,0,False,0.3929,0.0,0.0809,0.0314
USER_030,2026-06-30,0.074,0.1519,0,False,0.0794,0.0,0.151,0.0641
USER_031,2026-06-11,0.2051,0.2051,0,False,0.6281,0.0,0.1959,0.1037
USER_031,2026-06-12,0.1548,0.19,0,False,0.4463,0.0,0.0997,0.178
USER_031,2026-06-14,0.1398,0.175,0,False,0.3976,0.0,0.0844,0.1749
USER_031,2026-06-15,0.1285,0.161,0,False,0.4763,0.0,0.0565,0.0813
USER_031,2026-06-16,0.1195,0.1486,0,False,0.4893,0.0,0.0543,0.027
USER_031,2026-06-17,0.1177,0.1393,0,False,0.46,0.0,0.0653,0.0305
USER_031,2026-06-18,0.1092,0.1303,0,False,0.4228,0.0,0.0782,0.0056
USER_031,2026-06-19,0.12,0.1272,0,False,0.3848,0.0,0.108,0.0533
USER_031,2026-06-20,0.1395,0.1309,0,False,0.3883,0.0,0.1336,0.1089
USER_031,2026-06-22,0.2408,0.1639,0,False,0.3449,0.3333,0.1869,0.0785
USER_031,2026-06-23,0.2182,0.1802,0,False,0.2394,0.3333,0.2054,0.0437
USER_031,2026-06-24,0.1928,0.1839,0,False,0.1308,0.3333,0.2142,0.0116
USER_031,2026-06-25,0.1788,0.1824,0,False,0.1171,0.3333,0.1621,0.0336
USER_031,2026-06-26,0.1591,0.1754,0,False,0.0303,0.3333,0.1372,0.0592
USER_031,2026-06-28,0.1684,0.1733,0,False,0.0812,0.3333,0.1013,0.1087
USER_031,2026-06-29,0.1596,0.1692,0,False,0.089,0.3333,0.0734,0.0988
USER_031,2026-06-30,0.2064,0.1803,0,False,0.1211,0.5,0.0371,0.1049
USER_032,2026-06-11,0.2042,0.2042,0,False,0.7861,0.0,0.0,0.2348
USER_032,2026-06-12,0.1724,0.1946,0,False,0.6939,0.0,0.0,0.1684
USER_032,2026-06-13,0.1632,0.1852,0,False,0.6815,0.0,0.0,0.1347
USER_032,2026-06-14,0.1555,0.1763,0,False,0.639,0.0,0.0,0.1384
USER_032,2026-06-15,0.1304,0.1625,0,False,0.5825,0.0,0.0,0.0693
USER_032,2026-06-16,0.1117,0.1473,0,False,0.5256,0.0,0.0,0.033
USER_032,2026-06-17,0.107,0.1352,0,False,0.4973,0.0,0.0,0.0375
USER_032,2026-06-18,0.061,0.1129,0,False,0.3006,0.0,0.0,0.0042
USER_032,2026-06-19,0.1787,0.1327,0,False,0.1355,0.5,0.0,0.0081
USER_032,2026-06-20,0.1776,0.1461,0,False,0.1371,0.5,0.0,0.0009
USER_032,2026-06-21,0.1999,0.1623,0,False,0.1855,0.5,0.0,0.0642
USER_032,2026-06-22,0.2372,0.1848,0,False,0.1885,0.5,0.1052,0.0896
USER_032,2026-06-23,0.2453,0.2029,0,False,0.0977,0.5,0.1754,0.1159
USER_032,2026-06-24,0.2468,0.2161,0,False,0.1069,0.5,0.1473,0.1561
USER_032,2026-06-25,0.2945,0.2396,0,False,0.2449,0.5,0.2046,0.1705
USER_032,2026-06-26,0.342,0.2703,0,False,0.2689,0.5,0.307,0.2308
USER_032,2026-06-29,0.3148,0.2837,0,False,0.1572,0.5,0.278,0.2497
USER_032,2026-06-30,0.3005,0.2887,0,False,0.1714,0.5,0.254,0.2003
USER_033,2026-06-13,0.5321,0.5321,1,False,1.0,0.0,1.0,0.1606
USER_033,2026-06-15,0.3567,0.4795,2,False,0.919,0.0,0.3816,0.2922
USER_033,2026-06-16,0.2339,0.4058,3,False,0.3739,0.0,0.367,0.2453
USER_033,2026-06-17,0.2369,0.3552,4,False,0.3766,0.0,0.4284,0.1654
USER_033,2026-06-18,0.2476,0.3229,0,False,0.5259,0.0,0.2894,0.2781
USER_033,2026-06-19,0.2269,0.2941,0,False,0.4367,0.0,0.3077,0.2364
USER_033,2026-06-21,0.234,0.2761,0,False,0.4334,0.0,0.3276,0.2452
USER_033,2026-06-22,0.2628,0.2721,0,False,0.5956,0.0,0.3002,0.2682
USER_033,2026-06-23,0.3054,0.2821,0,False,0.8597,0.0,0.2836,0.2417
USER_033,2026-06-24,0.373,0.3094,0,False,0.9278,0.3333,0.2075,0.1259
USER_033,2026-06-25,0.2604,0.2947,0,False,0.5354,0.25,0.1901,0.1065
USER_033,2026-06-26,0.3442,0.3095,0,False,0.7471,0.25,0.3192,0.1201
USER_033,2026-06-27,0.359,0.3244,0,False,0.7433,0.25,0.3426,0.1628
USER_033,2026-06-29,0.3377,0.3284,0,False,0.6986,0.25,0.3816,0.0425
USER_033,2026-06-30,0.3194,0.3257,0,False,0.5207,0.25,0.415,0.0787
USER_034,2026-06-13,0.2468,0.2468,0,False,1.0,0.0,0.0,0.2339
USER_034,2026-06-15,0.1222,0.2094,0,False,0.184,0.0,0.0,0.4269
USER_034,2026-06-16,0.2759,0.2293,0,False,0.1237,0.5,0.0944,0.364
USER_034,2026-06-17,0.2348,0.231,0,False,0.2098,0.5,0.0585,0.1263
USER_034,2026-06-18,0.241,0.234,0,False,0.2139,0.5,0.0485,0.1684
USER_034,2026-06-19,0.2435,0.2368,0,False,0.2703,0.5,0.0419,0.1345
USER_034,2026-06-20,0.2432,0.2387,0,False,0.278,0.5,0.0409,0.1264
USER_034,2026-06-21,0.2268,0.2351,0,False,0.1897,0.5,0.0414,0.132
USER_034,2026-06-22,0.2094,0.2274,0,False,0.1451,0.5,0.0455,0.0836
USER_034,2026-06-23,0.0323,0.1689,0,False,0.1557,0.0,0.0,0.0059
USER_034,2026-06-24,0.0434,0.1312,0,False,0.0717,0.0,0.0,0.1451
USER_034,2026-06-25,0.0339,0.102,0,False,0.0641,0.0,0.0,0.1055
USER_034,2026-06-26,0.0578,0.0888,0,False,0.1244,0.0,0.0,0.1646
USER_034,2026-06-28,0.0582,0.0796,0,False,0.1112,0.0,0.0,0.1799
USER_034,2026-06-29,0.044,0.0689,0,False,0.032,0.0,0.0,0.1879
USER_034,2026-06-30,0.0435,0.0613,0,False,0.0534,0.0,0.0,0.1642
USER_035,2026-06-12,0.1692,0.1692,0,False,0.169,0.0,0.279,0.2586
USER_035,2026-06-13,0.1549,0.1649,0,False,0.2066,0.0,0.2327,0.2188
USER_035,2026-06-15,0.1098,0.1484,0,False,0.2425,0.0,0.1927,0.0177
USER_035,2026-06-16,0.0803,0.128,0,False,0.2758,0.0,0.0623,0.032
USER_035,2026-06-17,0.0724,0.1113,0,False,0.2112,0.0,0.0788,0.0324
USER_035,2026-06-18,0.0822,0.1025,0,False,0.1996,0.0,0.0812,0.0895
USER_035,2026-06-19,0.0605,0.0899,0,False,0.1759,0.0,0.0316,0.0792
USER_035,2026-06-20,0.1744,0.1153,0,False,0.1671,0.3333,0.0479,0.1331
USER_035,2026-06-22,0.1511,0.126,0,False,0.1494,0.3333,0.0079,0.0944
USER_035,2026-06-23,0.1526,0.134,0,False,0.1008,0.3333,0.0749,0.0498
USER_035,2026-06-24,0.1863,0.1497,0,False,0.1279,0.5,0.0029,0.049
USER_035,2026-06-25,0.2038,0.1659,0,False,0.1669,0.5,0.0145,0.0802
USER_035,2026-06-26,0.2089,0.1788,0,False,0.1411,0.5,0.0775,0.0371
USER_035,2026-06-28,0.1963,0.1841,0,False,0.1571,0.5,0.0269,0.0341
USER_035,2026-06-29,0.138,0.1702,0,False,0.0763,0.3333,0.0148,0.0915
USER_035,2026-06-30,0.2047,0.1806,0,False,0.0929,0.5,0.0666,0.081
USER_036,2026-06-12,0.0828,0.0828,0,False,0.2159,0.0,0.0,0.1981
USER_036,2026-06-15,0.1173,0.0932,0,False,0.4138,0.0,0.0,0.1726
USER_036,2026-06-16,0.0815,0.0897,0,False,0.3213,0.0,0.0,0.0863
USER_036,2026-06-17,0.0878,0.0891,0,False,0.1285,0.0,0.0,0.3107
USER_036,2026-06-18,0.0841,0.0876,0,False,0.0905,0.0,0.0,0.33
USER_036,2026-06-19,0.103,0.0922,0,False,0.1877,0.0,0.0,0.3272
USER_036,2026-06-22,0.2238,0.1317,0,False,0.0894,0.2,0.3684,0.1768
USER_036,2026-06-23,0.2429,0.1651,0,False,0.1465,0.2,0.3767,0.2032
USER_036,2026-06-24,0.4935,0.2636,0,False,0.3568,0.6364,0.7691,0.0027
USER_036,2026-06-25,0.5205,0.3407,0,False,0.4056,0.6364,0.8234,0.0073
USER_036,2026-06-26,0.5779,0.4118,1,False,0.4909,0.6364,0.8859,0.1152
USER_036,2026-06-29,0.6205,0.4744,2,False,0.4974,0.7,0.9458,0.1363
USER_036,2026-06-30,0.6299,0.5211,3,False,0.3671,0.7273,1.0,0.1917
USER_037,2026-06-12,0.3433,0.3433,0,False,1.0,0.0,0.327,0.2262
USER_037,2026-06-13,0.3232,0.3373,0,False,1.0,0.0,0.2144,0.2946
USER_037,2026-06-15,0.1335,0.2762,0,False,0.3869,0.0,0.0374,0.2243
USER_037,2026-06-16,0.1023,0.224,0,False,0.4354,0.0,0.0286,0.0334
USER_037,2026-06-17,0.1818,0.2113,0,False,0.6399,0.0,0.0702,0.1637
USER_037,2026-06-18,0.1569,0.195,0,False,0.4935,0.0,0.0492,0.2173
USER_037,2026-06-19,0.1676,0.1868,0,False,0.5166,0.0,0.0969,0.1762
USER_037,2026-06-20,0.1309,0.17,0,False,0.3791,0.0,0.0596,0.1862
USER_037,2026-06-21,0.1197,0.1549,0,False,0.3415,0.0,0.0596,0.1675
USER_037,2026-06-22,0.1124,0.1422,0,False,0.3012,0.0,0.0905,0.1249
USER_037,2026-06-23,0.0604,0.1176,0,False,0.0256,0.0,0.0567,0.1913
USER_037,2026-06-24,0.241,0.1546,0,False,0.3198,0.3333,0.161,0.1437
USER_037,2026-06-25,0.2375,0.1795,0,False,0.4322,0.3333,0.096,0.1115
USER_037,2026-06-26,0.2269,0.1937,0,False,0.4683,0.3333,0.0413,0.104
USER_037,2026-06-27,0.2155,0.2002,0,False,0.4747,0.3333,0.014,0.0817
USER_037,2026-06-29,0.1537,0.1863,0,False,0.2073,0.3333,0.0407,0.0003
USER_037,2026-06-30,0.1702,0.1815,0,False,0.2672,0.3333,0.0343,0.0323
USER_038,2026-06-11,0.0846,0.0846,0,False,0.3037,0.0,0.0474,0.0482
USER_038,2026-06-12,0.082,0.0838,0,False,0.2174,0.0,0.0796,0.073
USER_038,2026-06-14,0.1036,0.0897,0,False,0.2402,0.0,0.1239,0.0919
USER_038,2026-06-15,0.081,0.0871,0,False,0.2003,0.0,0.0547,0.1227
USER_038,2026-06-16,0.0865,0.0869,0,False,0.1461,0.0,0.0866,0.1566
USER_038,2026-06-17,0.0442,0.0741,0,False,0.075,0.0,0.0049,0.1387
USER_038,2026-06-18,0.0466,0.0659,0,False,0.0156,0.0,0.0213,0.1856
USER_038,2026-06-19,0.0493,0.0609,0,False,0.0499,0.0,0.0438,0.1307
USER_038,2026-06-22,0.0335,0.0527,0,False,0.074,0.0,0.0325,0.0448
USER_038,2026-06-23,0.0422,0.0495,0,False,0.0952,0.0,0.0645,0.0188
USER_038,2026-06-24,0.0329,0.0445,0,False,0.1156,0.0,0.0107,0.0328
USER_038,2026-06-25,0.0345,0.0415,0,False,0.0727,0.0,0.0421,0.0368
USER_038,2026-06-26,0.0275,0.0373,0,False,0.0823,0.0,0.0122,0.0369
USER_038,2026-06-28,0.0112,0.0295,0,False,0.02,0.0,0.0182,0.0085
USER_038,2026-06-29,0.0126,0.0244,0,False,0.0267,0.0,0.0056,0.028
USER_038,2026-06-30,0.0306,0.0263,0,False,0.0151,0.0,0.0247,0.1008
USER_039,2026-06-13,0.513,0.513,1,False,0.8809,0.0,1.0,0.1839
USER_039,2026-06-15,0.3511,0.4644,2,False,0.8079,0.0,0.4233,0.3126
USER_039,2026-06-16,0.3006,0.4153,3,False,0.6917,0.0,0.3488,0.2881
USER_039,2026-06-17,0.2292,0.3595,4,False,0.4315,0.0,0.3384,0.2072
USER_039,2026-06-18,0.2182,0.3171,0,False,0.2972,0.0,0.332,0.2961
USER_039,2026-06-19,0.1594,0.2698,0,False,0.2826,0.0,0.2502,0.139
USER_039,2026-06-21,0.1617,0.2373,0,False,0.2772,0.0,0.2694,0.127
USER_039,2026-06-22,0.0571,0.1833,0,False,0.2106,0.0,0.0299,0.0297
USER_039,2026-06-23,0.0325,0.138,0,False,0.02,0.0,0.0299,0.0978
USER_039,2026-06-24,0.058,0.114,0,False,0.151,0.0,0.0086,0.126
USER_039,2026-06-25,0.0598,0.0978,0,False,0.1292,0.0,0.0299,0.1249
USER_039,2026-06-26,0.0824,0.0932,0,False,0.175,0.0,0.0344,0.1854
USER_039,2026-06-27,0.1074,0.0974,0,False,0.2922,0.0,0.0471,0.1739
USER_039,2026-06-29,0.0862,0.0941,0,False,0.2163,0.0,0.0299,0.1699
USER_039,2026-06-30,0.2559,0.1426,0,False,0.2968,0.3333,0.2735,0.0726
USER_040,2026-06-13,0.6709,0.6709,1,False,1.0,0.0,1.0,0.8543
USER_040,2026-06-15,0.1837,0.5247,2,False,0.0935,0.0,0.5139,0.0539
USER_040,2026-06-16,0.1405,0.4094,3,False,0.1135,0.0,0.3922,0.0008
USER_040,2026-06-17,0.1366,0.3276,0,False,0.1419,0.0,0.3299,0.0465
USER_040,2026-06-18,0.0904,0.2564,0,False,0.0756,0.0,0.2283,0.034
USER_040,2026-06-19,0.1016,0.21,0,False,0.1857,0.0,0.1329,0.1231
USER_040,2026-06-22,0.0784,0.1705,0,False,0.143,0.0,0.0752,0.1362
USER_040,2026-06-23,0.1481,0.1638,0,False,0.0528,0.3333,0.0344,0.1363
